text,label
rabi nemer,0
rabi thdi ashab ekarassi o yarho ezawali ejane,0
rabit m3ak slim rak chad daoila ismha efriki,0
rabi y0,0
rabi y5alass bl 7adher kima 3malt inti m3a nwab el3aridha youm lik w youm 3alik,0
rabi y5alifalou,0
rabi y7iklamtlou,0
rabi ya3tih 3ala kad néytou bithabit,0
rabi yahdi wana kiritha dh hakit ou che5it 3alih ama yilzimna nehtarmou il 9anoun winas il koul hamdoula labas wil 9ana3 mafamach la3bad tfakir chwaya 9bal mata3mil haka 5atir ntihar hadha ou la yirbah la fidinya ou la fil a5ir,1
rabi yéhdik walla nsé bléch,1
rabi yehdi makhala9 me kif howa 7ab radhi rabi wi tob leleh 3awan ezwawla fi beleda raho 7aj fi dar orabi galik er7am men fel ardh yar7amk men fesama,1
rabi yehdina,0
rabi yehfikom,0
rabi yekader el kir,0
rabi yenek,0
rabi yestr yantoma tafdho,0
rabi yihdik si slim bsaraha chay inate9 inti rais inti tohkom kilma menek timchi lomoure 5alli enase illi nijhet esna whazet al9abe inti ta3mil fimachrou3 makech tal3ab fitoro7 karta erajel fi3am jablek titre 5alih ykamel wba3ed hasbo bsaraha 3ibe illi sayir milmafroud rahi ljam3iya tawa thader lil 3am ejay intidabate wjawna bahi 3lech hada lkoul,1
rabi yihdi wslim ken y5arej ilkleb ili m3ah wyab9a 5ir mayo5rej howa wyo93dou wrabi y9ader il5ir,0
rabi yoster lanaklou khamsa hhhhhhh,0
rabi yoster min match derbi 4odwa fooooooot,0
rabi yoster mn sa7a s7ourkoum d m3alem,0
rabi yosterna ana ma3mri kan tfarejt fih lbernamej ama nesma3 mel 3bed ye7kiw eli fih barcha mahazel,0
rabi youstour whouma yafdhhou fama ma7akem y7elou fiha mechekilhoum 3alakal yekhtar mewdhou3 ma3koul chey yamsakh wzid ya7amel chou3oub fi takti3 wetaryich welghayba achad mina el katl el 7ouria hia 7tiram kbal koul chey,1
rabi yr,0
rab je,0
rabj te,0
rached ganouchi fhem eli eltanezel wel hiwar yokrej tunis ila bar elaman we hedha eli karjou bih min likae paris,0
rached hanbli klem maakoul win elli yefhem,1
racine mousaik,0
rades mouch melek 7atta nadi rahou melek 3omoumi,0
radhouane ayari,0
radhouane chebli,0
raditna kil baklawa,0
rafik rekik i3lem el 3ar,0
ragad i5tar tarajit mabrok 3lih ahna manhoboche mla3bi mta3e flose moche mochekil ca akbar man nas elkol,0
ragad tfaoith fih tarajit 3indha chhar,0
ragad yatafaoith ma3a tarajit mathabina ykon fi club,0
raghma dhalika laa yajibou an tasta9iila li2annahou insi7abon wal insi7abou fii hadha alwa9ti laysa fii masla7atil bilaad,0
rahali borheneddine ana m3a ha jebha winti wa9tech tendham,1
rahi el club equie le quadruplet,0
rahi emena bin idik,0
rahi etwensa bech tanta5eb ma5ir menek,1
rahi mouch l page mta3 l club w t7ebou wala takrhou erajel politicien donc yelzmou yekteb 3al politique,0
raho errsaysi ynajim yal3ab fil wost jarbou car ay diffenseur ynajim ykoun pivot car ya3raf yfok koura w ya3raf y5arajha elprecision tji bitbi3atha,0
raho mezel 7ay memetich hhhh,0
rahom gelou leklem edeka kater ygirou 3lik kayfin la yekesrouk,0
rahom walfo dima yheboha kif el mordhe3 alah m3aek,1
rahou ahna kif manahtrmouch manach mohtarmin wenas hachai mochfahmin,1
rahou chaba3hom bel flous,0
rahoum 5ir minna houma majboudine filkiteb lasswed,0
rais jsk ba3ina alya3kobi 450 malyon ou zoz mla3bia,0
rais koura ma choufnech elboutoula,1
rais lbled,0
rais psg maw houwa 3andou bein sport aléch slim riahi 3ayatlou bach yit3ada fil bein hahahahahahah,0
raiss 3ala rouhe,0
raiss al7oukouma ikhtara 7izeb alwatani al7or donc houwa al7izeb althi sayouchakil 7oukoumat alwi7da alwataniya wa natéij alintikhabétte attachri3iya molghatte chaklan wa mathmounan,0
rais touns,0
rais tunis,0
rais tunis alhakiki,0
raj3alna alexxxxxx,0
raj3ellna w,0
raj3elna alex athéka éli n7ébouh,0
raj3elna bassem mehri c le nerf de guerre du club,0
raj3elna djabou l3amjey lichampions luige wmba3ed khalih yemchi,0
raj3elna kaies ya3koubi ou bertrand marchand ca dima tal3ab 4 raj3elna alexis ezikel achref kalfewi lemna 2 arrieres gauche et droit hotlna bassem mehri yechri les joueurs svp ya slim rana bdina netkarzou,1
raj3elna lou7ichi 3malna preparation ta7founa 3amnewel wmatchouet amical contre toulouse w guimares mouch contre lek3alfaa ykawrou bechmeta,1
raj3elna montasar,0
raj3elna montasar yarham bouk,0
raj3elna moudarebna sabe9 chiheb lili hadhi mtalebna tawa,0
raj3élna sallemii,0
raj3elna wesleti,0
raj3elna wisen ben yahya yar7em waldik,0
raj3élna yahia ya mr slim s v,0
raj3elna yahya w alexis,0
raj3elna zouhair mr slim,0
raj3ena montasar wel3elmi,0
raj3ena rjel jam3iya,0
raj3ena zouuuuuuu stp welentikabet nchalah jomhour lgalya kolou m3ak stp mr slim raj3ena zouhayr,0
raj3et elpage,0
raj3ilna djaaabbouuuu,0
raj3ilna djabouuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,0
raj3ilna djabou ye m3alim bech twali ilfar7 x 2,1
raj3ina djabo,0
raj3lna louhichi et a5tna men ma3lolee,0
raj3lna mountsar,0
raj3lna zouheir s7i7 9lot 3la 5ater ejam3ya chalketh elhiyette esabka,0
raj3 monta,0
raj3 montaser liw7ichiiiii,0
raj3 monta yehdik,0
raj3na elbarnemej siiiii ala,0
raj3olna ben ali w golo caméra cacher,0
raj3ona ben 3ali,0
raj3ouli 3la msg svp,0
raj3oulk flousk ba3d ma rja3t lil 7oukouma hhhh,0
raj3oulna 9ais el bedoui 5oya w lclub tarja3 kif makenet,1
raj3oulna alex,0
raj3oulna alexis,0
raj3oulna basém ilmehri ya si slim,0
raj3oulna ben ali yar7em weeldekom,0
raj3oulou echtar w 5oud chtar eltounes betbi3etha flous tounes,1
raj3ouna chiboub lol,0
raj3ouna thawadi ou alexsis ya si slim,0
raj3ou zin taw ma3ad isir chy,0
raj3ou zouhair dhawedi w jibou attaquant 4oul w el club rai mtemchich m3aha 4 4 2 ielzem tal3eb 4 2 1 w léfi winou belehi 5arej el 7adedi 3abed adheka moch mte3 jam3ia t7eb thez titrouwet w slm,1
raj3 sanchezzz,0
raja333333333333333 djabouuuuuuuuuuuuuuuuuuuuu,0
raja33 djabouuuuuuuuuuuuuuuuuuuuuuuuuuuu,0
raja3 alexis fih el barka,0
raja3a montasser,0
raja3 awled jam3iya,0
raja3_bel 3id,0
raja3 chiheb,0
raja3 djabo,0
raja3 djaboo,0
raja3 djaboooooooooooooo,0
raja3 djabo svp,0
raja3 djabou,0
raja3 djabou e9bal maymchi letarachi,0
raja3 djabou ll club tsarref mammouch maylzemch ysa7a7 l taraji,0
raja3 djabouu,0
raja3 djabou w montasar,0
raja3 djabou w tared samsara w mejdi lekhlifi yar7em bouk,0
raja3 djabou yehdik,0
raja3 eflouse elyaba w a5take bla koura wala siyasa,0
raja3 el 9anét,0
raja3elna lvolley,0
raja3 el volley,0
raja3 el whichi wel 3elmi c tou,0
raja3ilna monta,0
raja3 l3bed li estad3tha t5dm m3ak tw tra kfch deja bdit tefhm f a8latek,0
raja3 libya hhhhh,0
raja3lina el 25 fil bac w yar7em waldik,0
raja3li souti tla3,0
raja3 lmhiri w la7achetna la bintidebet la wela,0
raja3 lou7ichi,0
raja3 lou7ichi taw tetriguel loumour bjeh rabbi,0
raja3 louhichi,0
raja3 louhichi howa ali ye5demeha,0
raja3 louhichii w nadhef lidaraa,0
raja3 l weslati w ma t5arej 7ad w jib mla3bya s7a7 fl foot w l hand w l basket wa9tha jomhour m3ak w la yhemrk fi bousbi3 la fi abes,0
raja3 monta,0
raja3 montaaa svp,0
raja3 montasar,0
rajà3 montasar,0
raja3 montasar 9bal ma yfout lfout terba7 joumhourek w tetregel jam3ia,0
raja3 montasar lou7ichi,0
raja3 montasar lou7ichi ok,0
raja3 montasar louhichi,0
raja3 montasarrrrr,0
raja 3montasar tawa c a tarka7,0
raja3 montasar w ba3d ilma7jbi,0
raja3 montasar wil 3elmi,0
raja3 montasar w jaded l5lifa w bel3id w o5rej mel beb lkbir,0
raja3 montasar wo93od,0
raja3 montasar yarham bouk,0
raja3 montasar yehdik rana mechin l division 2 idha twasel haka,1
raja3 montassar,0
raja3 montassar louhichi,0
raja3 montassar louhichi w ye5dém 3lé rou7ou testanech l juin bech traj3ou w b9odret rabi léfri9i tarja3 mazel coupe mafétna chéy,1
raja3 montassar louhichy,0
raja3 montassar ou 3elmi hethom li ye5dmou jam3iya birasmi mech 3imed ria7i,1
raja3 montassar wl3elmi wna7i lmortaz9a weli nas7ek bma3loul bech ykor 3lik f 2016,1
raja3 montassar w youssef,0
raja3 montsar,0
raja3 montsar louhichi yousef el3elmi bacem mehri,0
raja3 montsar w l3elmi yehdik,0
raja3nè montasr,0
raja3 otorogo,0
raja3 rjeel jam3aya,0
raja3 rjel te5dem w jadded ltijani touzgart saber wrsleti,0
raja3 salifou w 5arej 9oub3a wel khlifi w jaded lel ya3koubi,0
raja3 zoo,0
rajaa3 montsar w taa loumour tetgad mochkletba mich fi entreneur idaara w 9afefa li dayrin bik bzayed raay ham3iya mechiya w twa5iir et sur tt pas ma3loul mayod5olch lil parc maknich bebe jhanim thal 3lik,1
rajaaaa3 djabou o jiiiib lya39oubyy yé riaaaahiiiiiiii,0
rajaaaaaaaaaaaa33333 kais yaccoubi entraineur,0
rajaa djabo wmontassar,0
rajaa montassar louhichi w youssef el 3almi,0
rajae etenu lekdim wetdhakerni si slim,0
raja frequence w sab alik,0
raja haj mansour,0
raja kamel iddir,0
raja man ahaba efriki 3adam thikar ay isim liaya la3ab kabla intidabah rasmian hata lanakona sababan fi 5asara safakat liifriki ta3lamon ana al3oyon kolha 3linb,0
raja man slim riahi tarfi3e fi kimat al3abdi oi inha safka lisalahna tarajit torid al3abdi mathabina ykon clubiste,0
raja mina almasolin tada5ol fi ahad itha3at oi taothih maoitho3e samba sow jamahir efriki torid alhakika oiktach yosil ltonis,0
raja montasr w jdid ledjabou mta3bi kbir,0
raja tarja3e fi safkat al5arbi manch sbitar,0
raje2i en le toughawer kelemek,0
raje3 7sbtek ya m3lem rek 9a3id teslah b nch,0
raje3 chihab 9odam mazel bekri,0
raje3 chiheb,0
raje3 djabou ya slouma,0
raje3 djabou ya sloumaa,0
raje3 djabo ye si slim,0
raje3elna djabo,0
raje3elna djabo ya si slim,0
raje3ena alexe mondomo,0
raje3 ettounsia lemmaliha,0
raje3 gandoura w 7ot m3ah walid ben amor ness tefhem hand mouch jebli ness lé 3la9a,0
raje3 lili,0
raje3lna wled jam3iya,0
raje3 montasar yarhem waldik,0
raje3 montaser,0
raje3 montsar raho mafikm 7ata wa7ed yfham koora,0
raje3 montssar,0
raje3na karim chameri,0
raje3t rima li3aditeha lakdima silem rya7i merkzin me3ah yasir,0
raje 7ou9ou9i,0
rajeel y3miil fil siyessa el 7isbou w howa y9oleek elifri9ii 3a9lia hhhh,0
rajehi mazo attaquant w mahouch 9 wel bol3abi défenseur kol wa7ed fi poste ma famma 7atta choix fi tounes kan howa puisque el iffa bech yo5rejj de plus mahouch 5ayebb twiil w yathreb bel rass ki njibou attaqaunt ya njibou joueur kbiir wala méch lezem mazouu hethaa 3omrii la sma3t biih 7atta fi russia ma ykawarch w rziine barcha w 3affat,1
rajeh montasar svp,0
rajel a3mel hhhh ouine hala3mele el3amlinha we halmachari3 lilbatala,0
rajel eli 7lef w 7at yamin 3ala kteb 9or2en manetsawerech ikhon el 3ahed,1
rajel emkaheb 3ala 90 fech echa3eb yestana meno,1
rajele wakafa,0
rajel faker fi cha3b wla fi koursi,0
rajél fél faza hédhi hata law kén nakrhouk w nkarzou ménnék,0
rajel idakel fel leflous mouch ihareb,0
rajel jab 3omla sa3ba wa9at heya farga 1000rajel a3mal 7awlo amwalhim banet lo3btkom,0
rajel jabha min le5er mahajtnech la bhkayat idéologie mta3 basasa idiologie bech t5alina ma9soumin hedom islami in w hedom gauche nes kol ta3rf la7ram w la7lel wrabi ihaseb hajtna b3abed i7arek 3ajla w dourr sur tt pr les jeunes w rai iis jeune w ya3rf chya3mel w mazel mo5ou fou9ou w wagef lel bled chouf thawra jabet 7oriya bch eli iheb yahki yahki 5ouya ahna fi tounes nhebou ne5dmou w n3ichou rabi m3ak w inchala kan ha cha3eb ifii9,1
rajel kbir wzewi elli ysoblou fem mé,0
rajel keni min galbek,0
rajél li y7éb léfri9i 9ollou mar7bé ija wa99afha 3lé sa9éha kolhom bassassa famma barcha kima l3atrouss,0
rajel mahboul,0
rajelna montasar yarham bouk,0
rajelon k elf wa elfn k of,0
rajel rajel chofe kifhe youbous fi wld tarji,1
rajel ya3mel fe omra w howa y9olou flous hram ama brabi fi9ou w telheou bejame3eya rakom mathesouch eli nhesou bih nahna rahi dekhla fe hittt berasmi haka omra ma9boulaaa,0
raji3 montasar,0
raji3 montasar w ji,0
raji3 montassar louhichi,0
raji3 mountasar lou7ichi,0
rajil 7or tsalouh,0
rajja3 a3lya yarham bouk,0
rajja3 alexis yer7am wéldik avec alexis on joue a 13 né9isna un leader au milieu hatten mizzél triy barcha ma ta3mlouch ghalta w ma traj3ouhech avec alexis comme pivot 7atta koura ma tit3adda fil milieu,1
rajja3 bassem el mehri weld jam3iyya w ighir 3ljha,0
rajja3 djabou w jeb entrenair ma3alem,0
rajja3 djabou ya slouma,0
rajja3 el mehrii rod belek mn el mortaz9aa illi fil hay2aa rajja3 el mehrii,0
rajja3 izikel wjib attaquant wa7ed a5er sadda9ni ilboutoula fijjib raho izikel rzib 3la ay defense wtaiech slama l9azdeoui 40 match marka bountou,1
rajja3 lebib ou il kanalou 9bal me temchi merci,0
rajja3 montasar,0
rajja3 montassar,0
rajja3 rajja3 montassar rajja3 rajja3 monta,0
rajja3 rajja3 montassar rajja3 rajja3 montassar lou7ichi 3lih sallami 5arraj 2defance mouhimin w jeb diarra,0
rajja3 sinon,0
rajjaa montassar wou elaaelmi mrci,0
rajjoulna moez ben gharbia lspow a3mlounna programme behi merci,0
rajol a3mel bidoune a3mel hdha rajol 8medh,0
rajoul el moustakbel an ou koull chay el wahra el flous heda eli lezemna ama ba3ed mecheb iheb al kouteb ti sayed ihebkoum te5dmou yamlelkoum moustakbel fil kef et tella ama benesba lel flousou mrigeil ama ahssen wala yekloulkoum arakoum ou met sawrou chay,1
rajoulnaaaaaaaaa emel karboul,0
rak 7lift bil 9oren wa3mil nis5aylouk rajil bech nadhrbou 3likkinta5abnek 3ala 4 ans wtawika chouf cht,1
rakaztou m3a el bouteille d eau w mahamkmch fch toul nhar w houma en réunion w dossier yetsa7a7 w e5er yetalaf yandra win mechin biha hal bled w fch ykanbsou w kifch bch ya9smouha 5obzet el gâteau,1
rakbehale hhhhh,0
rakbouhelk bch tjib ibra ye5i fibelk jebtou berasmi 79m het 20 kahw w ta nhezlk doublé fel foot w au moins titre fel les sections lo5rin,0
rakcha m3a ben ali hhhhh,0
rakez chway 3la ljanoub w lwasat,0
rakez enti m3a jam3ia ou saybelna na7na el 7oukouma,0
rakez m3a jam3eya wemba3ed na7kiw,0
rakhasilna fi soum il birra ou koudya ou fi soum llikhab ou taikkaid ili cha3ib tounsi ou libi ou lajazayri mak baz,0
rakhelna jaam3ya tao nenta5bouk,0
rakhouk litbandir,0
rakhssouna fil maicha khirilkoum,0
raki7 ijam3iya chofimhpm chahriyathom,0
rakia sliman,0
rakkez m3amhom inta mahou 3andek leflous,0
rakliya bou rasba,0
rakoum meche jam3i kan etjibouche drogba,1
rak wellit ki m3ammer el kaddefi,0
rak wild 3ami,0
rakzena al ca nhebo chaine lina ahna,0
rakzouna surto 3ala mouhejem rol ikoun a9wa safe9a fel lataque da5let el bouteltna,0
rami ahmed hamza ahwka lhotile li93adna 9odemo ba7tha lcar,0
rami ben gaied tala3 ckouuun,0
rami bousselmi haw 9alik abne2i hhhhhhhh,0
rami fathi choufoulna minha mp3 khali l président ihotha sonnerie fi talifounou d,0
rami kthiri el ri9 w el bléda hhhhhhhhhhhhhhhhh,0
rami mohamed ahowa,0
rami ramroum s7i7 lazemna nsal7ou men rwa7naa laken lazemna n3awnou befloussna w bel 9awl w 7ata bel do3a2 mouch netferjou 9al chnou 7ata nsal7ou rwa7naaa 3a9liaa enbita7iaa,0
rami rmili aymen mrah ali khelifi,0
ramos lemkach5a téstadhif raw fin t7ébou ya7dher el jomhour,0
ramos ya weld jam3ya ya 8ali w rasek tawa la yenfa3 fiha dinar libi la welou taraji hya lm3alma w lbe9i lkol hhhhhhhhhhh,0
ramsey ltifi hay lbazda tal3et,0
ramzi chaouch 7ot j aime,0
ramzi sakkir el bab wrak,0
ramzi zemzmi et séfyou saifoun et saifoun jbali sayyéé ànnulée,0
ramzy yahya baddi yahyaoui nidal yahyaoui,0
rana 5arjna france,0
rana n7bou ensadkou ama malina n7ebou elfe3el eli yendbou 3lih enes 3andek elflous w jeh ma3neha a3mel eli ma3amlouchou ili gablek 5alina nbadlou nadretna nchalah sms mte3i yousel,0
rana n7ebou tatbi999 el 9anoun,0
rana na7kou 3la a7dheth chaambi mouch 3la el 5edma ya aicha nefzi,0
rana nestanaw fikom fi ain draham winkom ya si slim enti w les hommes d affaires min hna yabda el esthethmar el7a9i9i,1
rana nhebou dhawadi yarja3 wakahaw,0
rana wallahi n7ebouha le club ama il jam3ia elli mat7ebech joumhourha,1
rani batal nehb 3la 5dma,0
rani en7b enwali em3a el7zeb kifach,1
rani klubiste wetro7 enta welbeji mte3ek,0
rani m3ayed fi dar nsebi w telifouni ken msakr seme7ni,0
rani manfhem chey nstana f match ca vs jsk,0
rani mechit ĺe ejazar we hazit me3aya chekra 7oria w9otlou a3tini 2kg le7em 9ali arje3 essoug ejay,1
rani tmenite tkone raise tunese eme mtslemech rahi lik metjaibniche rani m3ake o rabi m3ake si non jana7re9 rani ma3adche el mote jire si slime jalik m3ana ena m3ake 3andi emle bech nbedle fkrte,1
rani wallite clubiste wallah,1
rani zawali w battal thmmech melyar nechri mennou dar w na3mel afar w sgar,1
ranka w achram mah,0
raouf ayari haw bel tafsil zeda hhhhhhhhhh 9rib bech yetcha7at w y9olhom bras la7nina 9ossou,1
raouf ayari hhhhhhhhhh kén 3amlouha fel parc w 3aytou lewléd el 7ouma khir 570 ya bougalb d,0
raouf betha driss hassiaoui hamdi ben rekaya,0
raouia adnen haw ba7dhekom,0
rararay hhhhh hayya itaybelhoum hhhhhhhhhhhhhhhhhhhhh,0
rardhetna el jam3iya,0
ras jabel ca,0
rasmi el ca fel play of,0
rasmi lihlaybi fi ca kimat safk 900milm,0
rasmi slim riahi bach yachri parac tarajit,0
rasmi slim riahi chra riath banor bach nhotoh yjib likoir thay3a ha ha ha,0
rassi oujahni m en cv mtehouu koltelkom des le 1 er jour rahou mhallemmmmmmmmmmmm,0
rauas zpoop slim raya7i,0
raw7 nij,0
rawa7 barka w a7na ndabrou rousna wa7adna,0
rawa7 bkarhba jdida lagem,0
rawa7t d,0
rawah y hkouma rawah,0
raw asleeek mounadheeel fi lybyaaa,0
raw coupe d afrique ana slim ta7ki 3lih,0
raw mech sehell bech na3mlou equipe fi lila w nharr saybouhom ye5dmou fi 39alhom rakom mrajtouhomm b kilmet jibelna w jibelnaa 3am essna nansouh kima nsina ghirou wel 3am ejjey b9odret rabi tabda 3endna equipe tayaraa wa7ed y9oul famma attaquant fel maroc w wa7ed fil dzeyer el jouwerett ka3btine w ka3ba li mazelouu fi touness 5ali 3al a9al njibouhom ta7t 7ess mess 3lech el tachlii9,1
rawwa7t mén libya,0
raw yakerho ca w nahdha w salafia,0
ray cab qui merite la deuxième place w moch mzeya l3abtou le3bba fil bureau fédéral ama el bnazarteya we9ffou wa9ffet rjél w la3binou la3binou el playoff bel 9noun zeda,0
rayen asma3 kaabet danial hhh,0
rayen jennene tfaraaaj tfaraaaj,0
rayes nestana fik bech tetkalem fih el mawdhou3 hetha eli sar fil 9oba mech nrml,1
rbehna letoil basqet hond titre hazenah fi tounis mouch fi soussa,0
rchid w montasar wel3elmi yelzem yab9aw,0
read more about tunivisions net tunisie football slim riahi annonce 4 recrutements clubistes dont l argentin mauro boselli on,0
read more samba sow n ira finalement en tunisie,0
réalité kane malaibiya,1
real wela lbarca hhhhhhhhhh 5ir,0
reb3i errab3awi win trab3i ya rab3awi barra rab3i elparc b taw to5les,1
recherche rahma,1
recherché w yhanni fyy nsee,1
recrutment ya si slim,0
rediger arabe,0
reelement houma 9a3din yta3ou fi ferid 3abess,0
reem depp haw sa7bek hhh,0
refrain x2,0
refroidi dawla,0
regarde nasr touza,0
regarde plus derriere,0
regardez moi,0
regime w new look haha,0
régisseur behi waxial 2e5er m3a l3iffa,0
reglena hand yehdiiik,0
reja3 dejabou,0
rejelili 3mlouha rabi thebithime,0
rejoidre ce groupe,0
rejoignez notre page,0
rejoindre cette page svp,0
rejoindre les clubiiistes,0
reka rejela,0
relation kén el 3ali li ya3lém béha,0
relaxi hamma clache haka rassi cv pp,0
relly nigga,0
sahbi yekhdem fi hotel hekeya shiha 1000pour 100,0
sahbou mil kenou fi ferhed hached,0
sahel w3malnah tawa s3ib lazem na5dhou boutoula bidoun hazima wala ta3adel ntisarat ntisarat,0
sahfa tounsa amla bina nhbo narfo kol akbar wbel kosos elhound,0
sahha chribtik misalich ki tcharrifna b kilma 3al pv,0
sahha ennoum,0
sahhah contrat maa attaquant jdid,0
sahih damda almedeb chari 3dyar minhom akhere dar wazir kharijia sabahak bi carthage 10 miliar,0
sahlin fi 3ouyoun elmo2tamar,0
sahlinna visa europe usa canada australie taw ninta5bik,0
sahlyano anouer braik,0
saibou ishababena,0
said ben ali mars,0
said erais ram romej ekbar,0
saidi arais,0
saidi arrais ana sahib mouassatein tadharrartou baad athaoura wa ha ana harib fi libia arjou min siadatikoum attadakhoul assarii li inkadhina ma il ilm anni rasaltou al wizarat al maania koullouha wa lam ajidou adhanin saghia wa andi machrouu mtaa 80 aamil sadi errais arraja arraja lafta karima wassalamou alaykoum,0
saidi erais chaje37om,0
saidi erais plz 3awen tawfik el7ichri,0
saidi raiis omniti nchouf kasr riessa,0
said message trés claire newi nkamel parcouri n confirmi scori,0
saïd neji ha ha ha,0
saiebou rajel yeghdem,0
saieb rajel yekdem la ah alikom,0
saiez raomdane t3ada wel 7amd me fema nar cha3la ylzemha tatfi eli t7eb ntafiwaha m3a b3adna tjini privè,0
saif bel haj ali aw sa7bek,0
saif ben farhat,0
saif best ken 3amlouha 3a2iliya a7sen hhhhh,0
saif ca madridi mechi,1
saif eddine khechini hhhhhhhhhhhhhhhhhhhhhhhhhhhh,1
saif el eslem 5raj wel beji howa el 7al hhhhhh,0
saihat nasiha,0
sakar bernamij cî 3alaa,0
sakar laya elbarnamej si ala hhhhh,0
sakarna lmercato wa7na na9sin gardien w arrière gauche nchala nkoun 4alt,0
saker el barnamej y,0
sakerli lbarnemj si 3ala,0
sakiet sidi youssef,0
sakit waled haram,0
sakna fenaaaaaaaaaaaa,0
sakou w rawah,0
sakrena elbarnemej si 3ala,0
sakrou el bernamij,0
sakrou electro mate bach made youhreb hats wahid okay baad lahseb,0
sal7elna lhond welbsket yar7am bouk,0
sala77777777 si lmoncef mais ltawa la kalamtni nestanna fi rdv 96321374,0
sala7 ejam3ia w5arij simone wraja3 rusike,0
sala7 jam3ia w badel entraineur w jib des joueurs w tared ili 3ana a7sen 7al,0
sala7 lidara jibelna ness t7ebb ta5dam fe ca wet5af 3la jam3iya,0
sala7 yaweldi gbal mandi3oy,0
sala7yetek tasma7lek bech ta3mel bal3a m3ah,1
salafeya mal9awech haloma 3lemeya tsenedh6 w mal9awech 3othew mel majles tafssissi ya3mel thrab jou3 bech yo5rjou mel 7abes,1
salafni tw ta3refni ama musique mta3 damar,0
salah aman tele maya9rach bel 3arbi en fr aman,0
salah amghar,0
salah bt mechin mechin,1
salah dkhil d,0
salah el dine saiid ethyopi,0
salah jam3iya ta3mil akbar mziya,0
salakha louhayed,0
salakhelou oubama me nech deikhin akbar dictateur w kass l internet w yahki ala idimokratia hhhhhh w hia ili salkithelou hhhhhhhh,1
salam 3al 3a9leya wansa lbaledeya,0
salam 3al 3a9liya stp,0
salam 3alaykom elbereh emchit bech nentakhab fi franca fel ewrek elm3alkin warket cpr n 21 malkitech esm ci moncof marzouki c normale wala la merci,1
salam 3alikom frere slim ana fi toulouse tawa nheb na3ref famma mosqué fil parc walla la kan ma fammech twakel ala rabi merci,1
salam 3la helaa,0
salam 90 youno9dou fik wala wa7ed 7ka 7kaya te3jeb il kol ta7ki 3la leflous ama chkoun ily daber 3lik bech t9oul hachay hatha chouf tawa na7na fi ochehra mta3 itanbir w l7iss ya3ni kan bech t3azi moch lazem t9oul hani n3azi w5alaha kima heya 7atach iji rass 3am taw echoufou 7jao5ra ya3emloha,1
salama kasdaoui,0
salam alaykom billahi na77iw casonier wchoufou 9ais ya39oubi,0
salam ana fata min sfax 3omre 19 batalt l9raya min 6 ibtedai kamilt deblome ma3tawnich 9arth bach n7il 7anot mta3 7jama 7ra9t wraj3on a3milt deblom wma 5admona cht7bouni na3mil nesra wala na5tif bilahe chna3mil 3ande snin man5demch bilahe chfomi 7al rani fadet min ro7i wsalam 3alaikom war7mit lah wbarakato chkran,0
salam ana hachti bik akid 9oli kifeh n9ablek hedha ra9mi nchalah tjawibni 40628079,1
salam bellahi kol mra ytl3oulna btl3aelbre7 aw slim eryahi bch i9dem isti9ltou men ca walila n9ra,0
salam bjah rabbi enti si moncef wala chkoun admin,0
salam el maa yejri men ta7t sa9iina w nass tkaber fe nfouss,0
salamli 3al 3akleyaaa,0
salamli 3la benourr,0
salam m3a i7tirami lik si slim une point de vu etwansa i7ebou 3oroudh bech imayzou bin l7ezeb elli isa3d lbled welli maysa3dhech maw ki manl9ouch 7al lelyoum n5amou fi 8odwa mouch nab9ou fi lyoum,1
salamm ya si elmarzouki chnowa fama lomal elhathaer rani nestana oumouri taba men 11 sna,1
salamo aleykom,0
salam salut,0
salam saydi alkarim ana men sfax orido mokalamatka en amkan ma chokre 0021697056148,0
salam sayed ra2is chna7wal il pins,0
salam si slim,0
salam si slim slt n7eb netasel bik fi 7aja akida,0
salam wa rahmatou allah,0
salat elguiyed fi elmawassim wel a,0
sale7 thebti sera9 ya slim jib we7ed ideri ye5dem kima basem mehri we 3bed t7eb jam3iya,0
salem 3alikom w ra7meten mine alah w baraketou b2azka el selem w a7la el kalem n7ab nouteleb menek si slim besmi w asem mou7abi club africain fama mla3bi kbir fi courp d afrique asmou sala7 el dine said mla3bi kbir w yal3ab fi mountakhab el atheyoubi w en plus maykalafech barcha mla3bi kima haka nchalah yweslek el msg w toudersou el mawdhou3 enti w lajena el faniya w nchalah si najib ghoumidhe ychoufou w ytab3ou fi coup hedha,1
salem 3la harouch,0
salem 3laikom ya si slim bras ommek ch houdi mte3 l etoile y7ebbou ybi3ouh ken tnejem jibou lé ca c un grand joueur merci,0
salem andi des projet w nlawej ala investisseur ou partenaire,0
salem b3athtlik msg nchalah tkoun 9rito,0
salem belahi nheb na3ref lpage hathi ynajem yetala3 3leha si moncef,1
salem bellahi jaime et merci,0
salem brabbi samahni just 5 min a9ra chnia n7eb nwassalk ena w nes li t7eb jam3ia bel7a9,0
salem ena nhib netasil b si med marzouki kifech nethasil aalih,1
salem ken tnajem t3awen mest7a9 flous hedha noumrou el compt 009 515813 7 et mercie,0
salemli 3ala info sport hhhhhhh,0
salemli 3ala riad bennour,0
salemli 3la 7yout rades,0
salemli 3la bakar w akbar eljomhoriya,0
salémli 3la riadh bénour,0
salemm 3a darrr,0
salem mama,0
